4225
[12.1856,-0.00433731,-21.8963]
[-3,1.32732,-24][0]
[-2,0.434562,-24][0]
[-1,-0.0485479,-24][1]
[0,-0.28126,-24][1]
[1,-0.36192,-24][0]
[2,-0.318939,-24][0]
[3,-0.20253,-24][0]
[4,-0.0930125,-24][1]
[5,-0.0329669,-24][1]
[6,-0.0119434,-24][1]
[7,-0.00670057,-24][1]
[8,-0.00511716,-24][1]
[9,-0.00402682,-24][1]
[10,-0.00304306,-24][1]
[11,-0.00219267,-24][1]
[12,-0.00150496,-24][1]
[13,-0.000982806,-24][1]
[14,-0.000609732,-24][1]
[15,-0.000358707,-24][1]
[16,-0.000199714,-24][1]
[17,-0.000105016,-24][0]
[18,-5.20491e-05,-24][0]
[19,-2.4268e-05,-24][0]
[20,-1.06245e-05,-24][1]
[21,-4.35972e-06,-24][1]
[22,-1.67391e-06,-24][0]
[23,-6.00328e-07,-24][0]
[24,-2.00765e-07,-24][0]
[25,-6.24995e-08,-24][0]
[26,-1.80789e-08,-24][0]
[27,-4.85002e-09,-24][0]
[28,-1.20421e-09,-24][0]
[29,-2.76111e-10,-24][0]
[30,-5.83499e-11,-24][0]
[31,-1.15402e-11,-24][0]
[32,-3.41531e-12,-24][0]
[-32,-0.558892,-25][0]
[-31,-0.557696,-25][0]
[-30,-0.535537,-25][0]
[-29,-0.475091,-25][0]
[-28,-0.393623,-25][0]
[-27,-0.334126,-25][0]
[-26,-0.322398,-25][0]
[-25,-0.332735,-25][0]
[-24,-0.316045,-25][0]
[-23,-0.228651,-25][0]
[-22,-0.102077,-25][0]
[-21,0.0290974,-25][1]
[-20,0.137823,-25][1]
[-19,0.227568,-25][1]
[-18,0.328826,-25][1]
[-17,0.496991,-25][0]
[-16,0.83031,-25][1]
[-15,1.49976,-25][1]
[-14,2.64088,-25][0]
[-13,4.05902,-25][0]
[-12,6.72626,-25][0]
[-11,7.6414,-25][0]
[-10,4.82278,-25][0]
[-9,4.60694,-25][0]
[-8,6.99587,-25][0]
[-7,6.70382,-25][0]
[-6,5.80615,-25][0]
[-5,6.50507,-25][0]
[-4,4.56057,-25][0]
[-3,1.31293,-25][0]
[-2,0.707126,-25][0]
[-1,0.289144,-25][0]
[0,-0.401102,-25][0]
[1,-0.448996,-25][0]
[2,-0.373814,-25][0]
[3,-0.228723,-25][0]
[4,-0.100765,-25][0]
[5,-0.0325947,-25][0]
[6,-0.0093495,-25][0]
[7,-0.00398315,-25][1]
[8,-0.00278043,-25][1]
[9,-0.00215409,-25][1]
[10,-0.0016179,-25][1]
[11,-0.00116086,-25][1]
[12,-0.000794473,-25][1]
[13,-0.000518007,-25][0]
[14,-0.000321288,-25][0]
[15,-0.000189218,-25][0]
[16,-0.0001056,-25][1]
[17,-5.57288e-05,-25][1]
[18,-2.77518e-05,-25][1]
[19,-1.30136e-05,-25][1]
[20,-5.73504e-06,-25][1]
[21,-2.37067e-06,-25][1]
[22,-9.17476e-07,-25][0]
[23,-3.31833e-07,-25][0]
[24,-1.11959e-07,-25][0]
[25,-3.51743e-08,-25][0]
[26,-1.02706e-08,-25][0]
[27,-2.78172e-09,-25][0]
[28,-6.97366e-10,-25][0]
[29,-1.61455e-10,-25][0]
[30,-3.44529e-11,-25][0]
[31,-6.88283e-12,-25][0]
[32,-2.05795e-12,-25][0]
[-32,-0.683658,-26][0]
[-31,-0.712563,-26][0]
[-30,-0.723677,-26][0]
[-29,-0.741671,-26][1]
[-28,-0.754916,-26][1]
[-27,-0.759006,-26][0]
[-26,-0.75417,-26][0]
[-25,-0.744883,-26][0]
[-24,-0.723328,-26][0]
[-23,-0.669601,-26][0]
[-22,-0.547429,-26][0]
[-21,-0.367439,-26][0]
[-20,-0.169624,-26][0]
[-19,0.0277906,-26][0]
[-18,0.256435,-26][1]
[-17,0.553564,-26][1]
[-16,0.951016,-26][0]
[-15,1.52583,-26][0]
[-14,2.34264,-26][0]
[-13,3.29291,-26][0]
[-12,5.69926,-26][0]
[-11,6.42388,-26][0]
[-10,3.73009,-26][0]
[-9,3.40467,-26][0]
[-8,5.54331,-26][0]
[-7,5.36205,-26][0]
[-6,5.0417,-26][0]
[-5,5.46714,-26][0]
[-4,3.34855,-26][0]
[-3,1.07845,-26][0]
[-2,0.591802,-26][0]
[-1,0.055634,-26][0]
[0,-0.574557,-26][0]
[1,-0.571372,-26][0]
[2,-0.447346,-26][0]
[3,-0.262536,-26][0]
[4,-0.11117,-26][0]
[5,-0.0337342,-26][0]
[6,-0.00807444,-26][0]
[7,-0.00244181,-26][0]
[8,-0.00143979,-26][0]
[9,-0.00108372,-26][0]
[10,-0.000807375,-26][0]
[11,-0.000576442,-26][0]
[12,-0.000393211,-26][0]
[13,-0.000255895,-26][0]
[14,-0.000158635,-26][0]
[15,-9.3509e-05,-26][0]
[16,-5.23051e-05,-26][1]
[17,-2.77031e-05,-26][1]
[18,-1.38627e-05,-26][1]
[19,-6.53955e-06,-26][1]
[20,-2.90207e-06,-26][0]
[21,-1.20901e-06,-26][0]
[22,-4.71907e-07,-26][0]
[23,-1.72242e-07,-26][0]
[24,-5.86741e-08,-26][0]
[25,-1.86184e-08,-26][0]
[26,-5.49245e-09,-26][0]
[27,-1.50324e-09,-26][0]
[28,-3.80871e-10,-26][0]
[29,-8.9126e-11,-26][0]
[30,-1.92237e-11,-26][0]
[31,-3.88338e-12,-26][0]
[32,-1.17438e-12,-26][0]
[-32,-0.793667,-27][0]
[-31,-0.839462,-27][0]
[-30,-0.868875,-27][0]
[-29,-0.934463,-27][1]
[-28,-1.01539,-27][1]
[-27,-1.08685,-27][1]
[-26,-1.13028,-27][1]
[-25,-1.14391,-27][0]
[-24,-1.13897,-27][0]
[-23,-1.09839,-27][0]
[-22,-0.980505,-27][0]
[-21,-0.775231,-27][0]
[-20,-0.527364,-27][0]
[-19,-0.266096,-27][0]
[-18,0.026489,-27][1]
[-17,0.364942,-27][1]
[-16,0.739244,-27][0]
[-15,1.15397,-27][0]
[-14,1.63951,-27][0]
[-13,2.1639,-27][0]
[-12,2.69536,-27][0]
[-11,2.63317,-27][0]
[-10,2.49233,-27][0]
[-9,2.69121,-27][0]
[-8,2.78996,-27][0]
[-7,2.7094,-27][0]
[-6,3.07996,-27][0]
[-5,2.49826,-27][0]
[-4,0.884797,-27][0]
[-3,0.236985,-27][0]
[-2,-0.310441,-27][0]
[-1,-0.745954,-27][0]
[0,-0.782547,-27][0]
[1,-0.696325,-27][0]
[2,-0.511534,-27][0]
[3,-0.288366,-27][0]
[4,-0.118606,-27][0]
[5,-0.0346677,-27][0]
[6,-0.00742276,-27][0]
[7,-0.00161262,-27][0]
[8,-0.000721731,-27][0]
[9,-0.000514211,-27][0]
[10,-0.000378493,-27][0]
[11,-0.000268541,-27][0]
[12,-0.000182459,-27][0]
[13,-0.000118466,-27][0]
[14,-7.33774e-05,-27][0]
[15,-4.32797e-05,-27][0]
[16,-2.42593e-05,-27][0]
[17,-1.2894e-05,-27][0]
[18,-6.48368e-06,-27][0]
[19,-3.07735e-06,-27][0]
[20,-1.37554e-06,-27][0]
[21,-5.77772e-07,-27][0]
[22,-2.27562e-07,-27][0]
[23,-8.38693e-08,-27][0]
[24,-2.88655e-08,-27][0]
[25,-9.25846e-09,-27][0]
[26,-2.76174e-09,-27][0]
[27,-7.64502e-10,-27][0]
[28,-1.95949e-10,-27][0]
[29,-4.63911e-11,-27][0]
[30,-1.01243e-11,-27][0]
[31,-2.07036e-12,-27][0]
[32,-6.33964e-13,-27][0]
[-32,-0.886211,-28][0]
[-31,-0.940047,-28][0]
[-30,-0.977608,-28][0]
[-29,-1.06484,-28][0]
[-28,-1.18266,-28][0]
[-27,-1.30493,-28][1]
[-26,-1.40333,-28][1]
[-25,-1.46045,-28][0]
[-24,-1.46993,-28][0]
[-23,-1.41747,-28][0]
[-22,-1.28222,-28][0]
[-21,-1.06967,-28][0]
[-20,-0.816211,-28][0]
[-19,-0.551563,-28][0]
[-18,-0.277817,-28][0]
[-17,0.00113875,-28][0]
[-16,0.261932,-28][0]
[-15,0.496849,-28][0]
[-14,0.720952,-28][0]
[-13,0.934546,-28][0]
[-12,1.10337,-28][0]
[-11,0.89621,-28][0]
[-10,0.93944,-28][0]
[-9,1.28624,-28][0]
[-8,1.351,-28][0]
[-7,1.36374,-28][0]
[-6,1.19675,-28][0]
[-5,0.762368,-28][0]
[-4,0.122622,-28][0]
[-3,-0.508859,-28][0]
[-2,-0.921414,-28][0]
[-1,-1.05277,-28][0]
[0,-0.983991,-28][0]
[1,-0.806337,-28][0]
[2,-0.559535,-28][0]
[3,-0.305386,-28][0]
[4,-0.123207,-28][0]
[5,-0.0352916,-28][0]
[6,-0.00709017,-28][0]
[7,-0.0011883,-28][0]
[8,-0.000361254,-28][0]
[9,-0.000231589,-28][0]
[10,-0.00016706,-28][0]
[11,-0.000117459,-28][0]
[12,-7.93947e-05,-28][0]
[13,-5.1395e-05,-28][0]
[14,-3.17921e-05,-28][0]
[15,-1.87562e-05,-28][0]
[16,-1.05321e-05,-28][0]
[17,-5.61642e-06,-28][0]
[18,-2.83768e-06,-28][0]
[19,-1.35515e-06,-28][0]
[20,-6.10226e-07,-28][0]
[21,-2.58499e-07,-28][0]
[22,-1.02779e-07,-28][0]
[23,-3.827e-08,-28][0]
[24,-1.33162e-08,-28][0]
[25,-4.32041e-09,-28][0]
[26,-1.3042e-09,-28][0]
[27,-3.65475e-10,-28][0]
[28,-9.48523e-11,-28][0]
[29,-2.27424e-11,-28][0]
[30,-5.02711e-12,-28][0]
[31,-1.04184e-12,-28][0]
[32,-3.23408e-13,-28][0]
[-32,-0.956867,-29][0]
[-31,-1.01272,-29][0]
[-30,-1.0532,-29][0]
[-29,-1.14962,-29][0]
[-28,-1.28794,-29][0]
[-27,-1.44631,-29][0]
[-26,-1.59247,-29][0]
[-25,-1.68848,-29][0]
[-24,-1.70272,-29][0]
[-23,-1.62177,-29][1]
[-22,-1.45537,-29][1]
[-21,-1.2329,-29][0]
[-20,-0.989999,-29][0]
[-19,-0.751864,-29][0]
[-18,-0.532712,-29][0]
[-17,-0.348214,-29][0]
[-16,-0.214628,-29][0]
[-15,-0.132903,-29][0]
[-14,-0.0849618,-29][0]
[-13,-0.0566117,-29][0]
[-12,-0.0469113,-29][0]
[-11,-0.0430654,-29][0]
[-10,-0.00823613,-29][0]
[-9,0.085922,-29][0]
[-8,0.217053,-29][0]
[-7,0.30977,-29][0]
[-6,0.262672,-29][0]
[-5,-0.00266857,-29][0]
[-4,-0.447363,-29][0]
[-3,-0.90616,-29][0]
[-2,-1.20098,-29][0]
[-1,-1.2601,-29][0]
[0,-1.14036,-29][0]
[1,-0.912409,-29][0]
[2,-0.617909,-29][0]
[3,-0.330298,-29][0]
[4,-0.131125,-29][0]
[5,-0.0368496,-29][0]
[6,-0.00711525,-29][0]
[7,-0.000997081,-29][0]
[8,-0.000191634,-29][0]
[9,-0.000100562,-29][0]
[10,-6.98655e-05,-29][0]
[11,-4.83705e-05,-29][0]
[12,-3.24384e-05,-29][0]
[13,-2.09092e-05,-29][0]
[14,-1.29077e-05,-29][0]
[15,-7.61298e-06,-29][0]
[16,-4.28071e-06,-29][0]
[17,-2.28959e-06,-29][0]
[18,-1.1621e-06,-29][0]
[19,-5.58343e-07,-29][0]
[20,-2.53303e-07,-29][0]
[21,-1.0824e-07,-29][0]
[22,-4.34595e-08,-29][0]
[23,-1.63571e-08,-29][0]
[24,-5.75762e-09,-29][0]
[25,-1.89101e-09,-29][0]
[26,-5.78166e-10,-29][0]
[27,-1.6417e-10,-29][0]
[28,-4.31871e-11,-29][0]
[29,-1.04982e-11,-29][0]
[30,-2.3532e-12,-29][0]
[31,-4.94887e-13,-29][0]
[32,-1.5595e-13,-29][0]
[-32,-1.00214,-30][0]
[-31,-1.05607,-30][0]
[-30,-1.09772,-30][0]
[-29,-1.20001,-30][0]
[-28,-1.35307,-30][0]
[-27,-1.53866,-30][0]
[-26,-1.72085,-30][0]
[-25,-1.84383,-30][0]
[-24,-1.85593,-30][0]
[-23,-1.74463,-30][1]
[-22,-1.54374,-30][1]
[-21,-1.30454,-30][0]
[-20,-1.06618,-30][0]
[-19,-0.851756,-30][0]
[-18,-0.679,-30][0]
[-17,-0.566194,-30][0]
[-16,-0.523295,-30][1]
[-15,-0.538956,-30][1]
[-14,-0.588963,-30][0]
[-13,-0.659309,-30][0]
[-12,-0.741838,-30][0]
[-11,-0.799668,-30][0]
[-10,-0.773489,-30][0]
[-9,-1.5419,-30][0]
[-8,-1.35473,-30][0]
[-7,-0.302142,-30][0]
[-6,-0.271421,-30][0]
[-5,-0.416939,-30][0]
[-4,-0.723832,-30][0]
[-3,-1.06318,-30][0]
[-2,-1.27433,-30][0]
[-1,-1.31495,-30][0]
[0,-1.22389,-30][0]
[1,-1.01176,-30][0]
[2,-0.695883,-30][0]
[3,-0.371224,-30][0]
[4,-0.145539,-30][0]
[5,-0.0403607,-30][0]
[6,-0.00756823,-30][0]
[7,-0.000950821,-30][0]
[8,-0.000118136,-30][0]
[9,-4.38946e-05,-30][0]
[10,-2.82812e-05,-30][0]
[11,-1.8985e-05,-30][0]
[12,-1.2547e-05,-30][0]
[13,-8.0292e-06,-30][0]
[14,-4.93944e-06,-30][0]
[15,-2.91007e-06,-30][0]
[16,-1.63761e-06,-30][0]
[17,-8.78147e-07,-30][0]
[18,-4.4763e-07,-30][0]
[19,-2.16354e-07,-30][0]
[20,-9.88954e-08,-30][0]
[21,-4.26405e-08,-30][0]
[22,-1.72975e-08,-30][0]
[23,-6.58518e-09,-30][0]
[24,-2.3469e-09,-30][0]
[25,-7.81095e-10,-30][0]
[26,-2.42175e-10,-30][0]
[27,-6.9774e-11,-30][0]
[28,-1.8633e-11,-30][0]
[29,-4.59977e-12,-30][0]
[30,-1.04741e-12,-30][0]
[31,-2.2398e-13,-30][0]
[32,-7.18085e-14,-30][0]
[-32,-1.02528,-31][0]
[-31,-1.07608,-31][0]
[-30,-1.1186,-31][0]
[-29,-1.22549,-31][0]
[-28,-1.38934,-31][0]
[-27,-1.59324,-31][0]
[-26,-1.79727,-31][0]
[-25,-1.93485,-31][0]
[-24,-1.94294,-31][0]
[-23,-1.81009,-31][0]
[-22,-1.58391,-31][0]
[-21,-1.32857,-31][0]
[-20,-1.08798,-31][0]
[-19,-0.884747,-31][0]
[-18,-0.736594,-31][0]
[-17,-0.661005,-31][0]
[-16,-0.662209,-31][1]
[-15,-0.721251,-31][1]
[-14,-0.812537,-31][0]
[-13,-0.92972,-31][0]
[-12,-1.2652,-31][0]
[-11,-1.76459,-31][0]
[-10,-1.54617,-31][0]
[-9,-2.18866,-31][0]
[-8,-1.96432,-31][0]
[-7,-0.576891,-31][0]
[-6,-0.499974,-31][0]
[-5,-0.569976,-31][0]
[-4,-0.779799,-31][0]
[-3,-1.03709,-31][0]
[-2,-1.2138,-31][0]
[-1,-1.27095,-31][0]
[0,-1.23262,-31][0]
[1,-1.06941,-31][0]
[2,-0.760319,-31][0]
[3,-0.412043,-31][0]
[4,-0.162911,-31][0]
[5,-0.0450279,-31][0]
[6,-0.00834898,-31][0]
[7,-0.000993427,-31][0]
[8,-9.15321e-05,-31][0]
[9,-2.16263e-05,-31][0]
[10,-1.21055e-05,-31][0]
[11,-7.61923e-06,-31][0]
[12,-4.88326e-06,-31][0]
[13,-3.08026e-06,-31][0]
[14,-1.8824e-06,-31][0]
[15,-1.10614e-06,-31][0]
[16,-6.22481e-07,-31][0]
[17,-3.34528e-07,-31][0]
[18,-1.71247e-07,-31][0]
[19,-8.32857e-08,-31][0]
[20,-3.83811e-08,-31][0]
[21,-1.67141e-08,-31][0]
[22,-6.85937e-09,-31][0]
[23,-2.64581e-09,-31][0]
[24,-9.5665e-10,-31][0]
[25,-3.23395e-10,-31][0]
[26,-1.01945e-10,-31][0]
[27,-2.98887e-11,-31][0]
[28,-8.128e-12,-31][0]
[29,-2.04448e-12,-31][0]
[30,-4.74618e-13,-31][0]
[31,-1.03633e-13,-31][0]
[32,-3.39744e-14,-31][0]
[-32,-1.03511,-32][0]
[-31,-1.08396,-32][0]
[-30,-1.12617,-32][0]
[-29,-1.23511,-32][0]
[-28,-1.40349,-32][0]
[-27,-1.61403,-32][0]
[-26,-1.82451,-32][0]
[-25,-1.96461,-32][0]
[-24,-1.97019,-32][0]
[-23,-1.8308,-32][0]
[-22,-1.59621,-32][0]
[-21,-1.33438,-32][0]
[-20,-1.09174,-32][0]
[-19,-0.891673,-32][0]
[-18,-0.751646,-32][0]
[-17,-0.687696,-32][0]
[-16,-0.70085,-32][0]
[-15,-0.769661,-32][0]
[-14,-0.871876,-32][0]
[-13,-1.00521,-32][0]
[-12,-1.3598,-32][0]
[-11,-1.87257,-32][0]
[-10,-1.65652,-32][0]
[-9,-1.39142,-32][0]
[-8,-1.15521,-32][0]
[-7,-0.655792,-32][0]
[-6,-0.562259,-32][0]
[-5,-0.604844,-32][0]
[-4,-0.771789,-32][0]
[-3,-0.988546,-32][0]
[-2,-1.15544,-32][0]
[-1,-1.23104,-32][0]
[0,-1.2166,-32][0]
[1,-1.07443,-32][0]
[2,-0.782515,-32][0]
[3,-0.435418,-32][0]
[4,-0.175293,-32][0]
[5,-0.0492031,-32][0]
[6,-0.00919024,-32][0]
[7,-0.00108364,-32][0]
[8,-8.88045e-05,-32][0]
[9,-1.55207e-05,-32][0]
[10,-7.60248e-06,-32][0]
[11,-4.45103e-06,-32][0]
[12,-2.74908e-06,-32][0]
[13,-1.70429e-06,-32][0]
[14,-1.03371e-06,-32][0]
[15,-6.05774e-07,-32][0]
[16,-3.40913e-07,-32][0]
[17,-1.83595e-07,-32][0]
[18,-9.43563e-08,-32][0]
[19,-4.61558e-08,-32][0]
[20,-2.14312e-08,-32][0]
[21,-9.41925e-09,-32][0]
[22,-3.90749e-09,-32][0]
[23,-1.52567e-09,-32][0]
[24,-5.59089e-10,-32][0]
[25,-1.91757e-10,-32][0]
[26,-6.13852e-11,-32][0]
[27,-1.82898e-11,-32][0]
[28,-5.05761e-12,-32][0]
[29,-1.29421e-12,-32][0]
[30,-3.05773e-13,-32][0]
[31,-6.80481e-14,-32][0]
[32,-2.33277e-14,-32][0]
